choice id.cust week priceCH priceMM discountCH discountMM loyaltyCH loyaltyMM store
MM 2174292 228 1.69 1.69 0 0 0.32 0.68 2
MM 2174292 237 1.79 2.09 0 0 0.256 0.744 3
MM 2174292 241 1.79 2.23 0 0 0.2048 0.7952 3
MM 2174292 252 1.99 2.23 0 0 0.16384 0.83616 3
MM 2174854 231 1.79 1.79 0 0 0.6 0.4 4
CH 2174854 251 1.99 2.23 0 0 0.48 0.52 4
MM 2175224 243 1.86 1.99 0 0.8 0.32 0.68 1
MM 2175224 262 1.86 2.18 0 0.6 0.256 0.744 2
MM 2175224 268 1.86 1.99 0 0.2 0.2048 0.7952 1
CH 2175224 268 1.86 2.18 0 0 0.16384 0.83616 2
MM 2175224 270 1.86 2.18 0 0 0.331072 0.668928 2
CH 2175224 273 1.86 2.18 0 0.06 0.264858 0.735142 2
MM 2175224 274 1.86 2.13 0.47 0.54 0.411886 0.588114 0
MM 2175224 274 1.96 2.18 0 0.8 0.329509 0.670491 2
MM 2175224 274 1.96 2.18 0 0.8 0.263607 0.736393 2
MM 2175224 275 1.96 2.18 0 0.8 0.210886 0.789114 2
MM 2175224 275 1.96 2.18 0 0.8 0.168709 0.831291 2
MM 2175752 234 1.75 1.99 0 0.4 0.5 0.5 0
CH 2175752 269 1.86 2.13 0.27 0 0.4 0.6 0
CH 2175901 232 1.69 1.99 0 0 0.7952 0.2048 1
CH 2175901 232 1.69 1.99 0 0 0.83616 0.16384 1
CH 2175901 234 1.69 1.99 0 0 0.868928 0.131072 1
CH 2175901 237 1.75 1.99 0 0 0.895142 0.104858 1
CH 2175901 240 1.86 2.09 0 0 0.916114 0.083886 0
CH 2175901 242 1.86 1.99 0 0.3 0.932891 0.067109 1
CH 2175901 246 1.86 2.09 0 0 0.946313 0.053687 1
CH 2175901 251 1.86 2.09 0.1 0 0.95705 0.04295 0
CH 2175901 253 1.86 2.09 0.1 0 0.96564 0.03436 0
CH 2175901 259 1.76 1.99 0 0.2 0.972512 0.027488 1
CH 2175901 274 1.86 2.13 0.47 0.54 0.97801 0.02199 0
MM 2176768 234 1.75 1.99 0 0.4 0.5 0.5 0
CH 2176768 256 1.86 2.18 0 0 0.4 0.6 0
CH 2177691 228 1.69 1.69 0 0 0.351365 0.648635 0
MM 2177691 231 1.69 1.99 0 0 0.481092 0.518908 0
CH 2177691 233 1.75 1.99 0 0.4 0.384874 0.615126 0
CH 2177691 236 1.75 1.99 0 0.4 0.507899 0.492101 0
MM 2177691 260 1.99 2.09 0 0 0.606319 0.393681 4
CH 2177691 268 1.86 2.13 0 0 0.485055 0.514945 0
CH 2177691 269 1.86 2.13 0.27 0 0.588044 0.411956 0
CH 2177691 274 1.86 2.13 0.47 0.54 0.670435 0.329565 0
MM 2177691 275 1.99 2.13 0 0.54 0.736348 0.263652 0
MM 2177691 276 1.99 2.13 0 0.54 0.589079 0.410921 0
CH 2178236 248 1.99 2.23 0 0 0.5 0.5 4
CH 2178236 251 1.99 2.23 0 0 0.6 0.4 4
CH 2178236 254 1.99 2.29 0 0 0.68 0.32 4
CH 2178236 256 1.99 2.29 0 0 0.744 0.256 4
MM 2178236 258 1.99 2.29 0 0 0.7952 0.2048 4
CH 2178236 260 1.99 2.09 0 0 0.63616 0.36384 4
CH 2178236 262 1.99 2.09 0 0 0.708928 0.291072 4
CH 2178236 264 1.99 2.09 0.1 0 0.767142 0.232858 4
CH 2178236 267 1.99 2.09 0.1 0 0.813714 0.186286 4
CH 2178236 277 2.09 2.09 0.2 0.4 0.850971 0.149029 4
MM 2178350 236 1.75 1.99 0 0.4 0.4 0.6 0
CH 2178400 233 1.75 1.99 0 0.4 0.6 0.4 0
MM 2178400 262 1.76 1.99 0 0.4 0.68 0.32 1
CH 2178400 265 1.86 2.13 0.37 0 0.544 0.456 0
CH 2178400 269 1.86 2.13 0.27 0 0.6352 0.3648 0
CH 2178400 273 1.86 2.18 0 0 0.70816 0.29184 1
CH 2178400 274 1.86 2.13 0.47 0.54 0.766528 0.233472 0
CH 2178491 252 1.86 2.09 0.1 0 0.5 0.5 0
CH 2178491 253 1.86 2.09 0.1 0 0.6 0.4 0
CH 2178491 254 1.86 2.18 0 0 0.68 0.32 0
CH 2178491 256 1.86 2.18 0 0 0.744 0.256 0
CH 2178491 257 1.86 2.18 0 0 0.7952 0.2048 0
CH 2178491 258 1.86 2.18 0 0 0.83616 0.16384 0
CH 2178491 259 1.86 2.18 0 0 0.868928 0.131072 0
CH 2178491 260 1.86 2.13 0 0.24 0.895142 0.104858 0
CH 2178491 262 1.86 2.13 0 0 0.916114 0.083886 0
CH 2178491 265 1.86 2.13 0.37 0 0.932891 0.067109 0
CH 2178491 266 1.86 2.13 0.37 0 0.946313 0.053687 0
CH 2178491 269 1.86 2.13 0.27 0 0.95705 0.04295 0
CH 2178491 274 1.86 2.13 0.47 0.54 0.96564 0.03436 0
MM 2178491 275 1.99 2.13 0 0.54 0.972512 0.027488 0
CH 2178491 277 1.99 2.13 0.5 0 0.77801 0.22199 0
MM 2178749 231 1.69 1.99 0 0 0.256 0.744 0
MM 2178749 233 1.75 1.99 0 0.4 0.2048 0.7952 0
CH 2178749 238 1.75 1.99 0 0 0.16384 0.83616 1
CH 2178749 247 1.86 2.09 0 0 0.331072 0.668928 1
CH 2178749 273 1.86 2.18 0 0 0.464858 0.535142 1
MM 2178749 275 1.96 2.13 0 0.74 0.571886 0.428114 1
MM 2178806 276 1.99 2.18 0 0 0.32 0.68 2
CH 2178855 236 1.75 1.99 0 0 0.5 0.5 2
MM 2178855 273 1.86 2.18 0 0.06 0.6 0.4 2
MM 2179242 247 1.89 2.09 0 0 0.68 0.32 2
MM 2179465 246 1.89 2.09 0 0 0.5 0.5 2
CH 2179465 246 1.89 2.09 0 0 0.4 0.6 2
MM 2179465 266 1.99 2.09 0.1 0 0.52 0.48 3
MM 2179465 277 1.99 2.13 0.24 0 0.416 0.584 1
CH 2179978 268 1.86 2.18 0 0 0.4 0.6 2
CH 2179978 269 1.86 2.13 0.27 0 0.52 0.48 0
CH 2179978 269 1.86 2.18 0 0 0.616 0.384 2
MM 2179978 272 1.86 2.18 0 0.06 0.6928 0.3072 2
MM 2179978 275 1.99 2.13 0 0.54 0.55424 0.44576 0
MM 2179978 276 1.99 2.13 0 0.54 0.443392 0.556608 0
MM 2252536 231 1.79 1.79 0 0 0.4 0.6 3
MM 2252536 231 1.79 1.79 0 0 0.32 0.68 3
MM 2252536 231 1.79 1.79 0 0 0.256 0.744 3
MM 2252536 234 1.79 2.09 0 0 0.2048 0.7952 3
MM 2252536 236 1.79 2.09 0 0 0.16384 0.83616 3
CH 2252536 242 1.99 2.23 0 0 0.131072 0.868928 3
CH 2252551 227 1.79 1.79 0 0 0.5 0.5 4
CH 2252551 251 1.99 2.23 0 0 0.6 0.4 4
CH 2252619 272 1.99 2.09 0 0.4 0.6 0.4 3
MM 2253096 227 1.69 1.69 0 0 0.211886 0.788114 2
MM 2253096 229 1.69 1.69 0 0 0.169509 0.830491 2
MM 2253096 231 1.69 1.69 0.3 0 0.135607 0.864393 2
MM 2253096 233 1.69 1.69 0 0 0.108486 0.891514 2
MM 2253096 237 1.75 1.99 0 0 0.086789 0.913211 2
MM 2253096 249 1.89 2.09 0 0 0.069431 0.930569 2
MM 2253096 250 1.89 2.09 0 0 0.055545 0.944455 2
MM 2253096 251 1.89 2.09 0.13 0 0.044436 0.955564 2
MM 2253096 255 1.89 2.18 0.13 0 0.035549 0.964451 2
MM 2253096 256 1.99 2.29 0 0 0.028439 0.971561 3
MM 2253096 256 1.89 2.18 0.13 0 0.022751 0.977249 2
MM 2253096 258 1.86 2.18 0 0 0.018201 0.981799 2
MM 2253096 259 1.86 2.18 0 0 0.014561 0.985439 0
MM 2253096 260 1.99 2.09 0 0 0.011649 0.988351 3
MM 2253096 262 1.86 2.18 0 0.6 0.009319 0.990681 2
MM 2253096 263 1.86 2.18 0 0 0.007455 0.992545 2
MM 2253096 265 1.86 2.18 0 0 0.005964 0.994036 2
MM 2253096 266 1.86 2.18 0 0 0.004771 0.995229 2
MM 2253096 267 1.86 2.18 0 0.4 0.003817 0.996183 2
MM 2253096 268 1.99 2.09 0.1 0 0.003054 0.996946 3
CH 2253096 269 1.86 2.18 0 0 0.002443 0.997557 2
CH 2253096 270 1.86 2.18 0 0 0.201954 0.798046 2
MM 2253096 271 1.99 2.09 0.1 0.4 0.361563 0.638437 3
MM 2253096 273 1.99 2.09 0 0.4 0.289251 0.710749 3
MM 2253096 275 1.96 2.18 0 0.8 0.231401 0.768599 2
MM 2253096 276 1.99 2.18 0 0 0.18512 0.81488 2
MM 2253096 277 1.99 2.18 0 0 0.148096 0.851904 2
MM 2253625 232 1.69 1.99 0 0 0.48 0.52 1
CH 2253807 227 1.69 1.69 0 0 0.6 0.4 1
MM 2253807 229 1.69 1.69 0 0 0.68 0.32 1
MM 2253807 230 1.69 1.69 0 0.2 0.544 0.456 1
CH 2253807 233 1.69 1.99 0 0 0.4352 0.5648 1
MM 2253807 236 1.75 1.99 0 0 0.54816 0.45184 1
MM 2253807 237 1.75 1.99 0 0 0.438528 0.561472 1
MM 2253807 238 1.75 1.99 0 0 0.350822 0.649178 1
MM 2253807 239 1.75 1.99 0 0.3 0.280658 0.719342 1
MM 2253807 240 1.75 1.99 0 0.3 0.224526 0.775474 1
MM 2253807 241 1.86 1.99 0 0.3 0.179621 0.820379 1
CH 2253807 242 1.86 1.99 0 0.3 0.143697 0.856303 1
MM 2253807 243 1.86 1.99 0 0.8 0.314957 0.685043 1
MM 2253807 244 1.86 2.09 0 0 0.251966 0.748034 1
MM 2253807 246 1.86 2.09 0 0 0.201573 0.798427 1
MM 2253807 275 1.96 2.13 0 0.74 0.161258 0.838742 1
MM 2253807 276 1.99 2.13 0 0 0.129007 0.870993 1
MM 2253807 277 1.99 2.13 0.24 0 0.103205 0.896795 1
MM 2253807 278 1.99 2.13 0.24 0 0.082564 0.917436 1
CH 2254805 233 1.75 1.99 0 0.4 0.4 0.6 0
CH 2254805 254 1.86 2.18 0 0 0.52 0.48 0
MM 2254805 262 1.76 1.99 0 0.4 0.616 0.384 1
CH 2254805 264 1.86 2.13 0.37 0 0.4928 0.5072 0
CH 2254805 265 1.86 2.13 0.37 0 0.59424 0.40576 0
CH 2254805 269 1.86 2.13 0.27 0 0.675392 0.324608 0
MM 2254805 274 1.96 2.13 0 0.74 0.740314 0.259686 1
CH 2254805 274 1.86 2.13 0.47 0.54 0.592251 0.407749 0
CH 2254995 269 1.99 2.09 0.1 0 0.5 0.5 3
MM 2254995 271 1.99 2.09 0.1 0.4 0.6 0.4 3
MM 2255182 253 1.86 2.09 0.1 0 0.5 0.5 0
MM 2255182 275 1.96 2.18 0 0.8 0.4 0.6 2
MM 2256008 229 1.69 1.69 0 0.2 0.5 0.5 0
MM 2256008 239 1.79 2.23 0 0 0.4 0.6 4
MM 2256008 243 1.99 2.23 0 0 0.32 0.68 4
MM 2256008 258 1.86 2.18 0 0 0.256 0.744 0
CH 2256511 229 1.69 1.69 0 0.2 0.6 0.4 0
MM 2256511 231 1.69 1.99 0 0 0.68 0.32 0
CH 2256511 254 1.86 2.18 0 0 0.544 0.456 0
MM 2256511 275 1.99 2.13 0 0.54 0.6352 0.3648 0
MM 2256925 228 1.69 1.69 0 0 0.4 0.6 2
MM 2256925 263 1.86 2.18 0 0 0.32 0.68 2
MM 2257576 227 1.79 1.79 0 0 0.16384 0.83616 3
MM 2257576 235 1.79 2.09 0 0 0.131072 0.868928 3
MM 2257576 238 1.79 2.09 0 0 0.104858 0.895142 3
MM 2257576 260 1.99 2.09 0 0 0.083886 0.916114 3
CH 2257576 272 1.99 2.09 0 0.4 0.067109 0.932891 3
MM 2257576 272 1.99 2.09 0 0.4 0.253687 0.746313 3
CH 2257733 229 1.69 1.69 0 0.2 0.4 0.6 0
CH 2258343 230 1.69 1.99 0 0 0.5648 0.4352 0
CH 2258343 231 1.69 1.99 0 0 0.65184 0.34816 0
CH 2258343 232 1.69 1.99 0 0.4 0.721472 0.278528 0
CH 2258343 233 1.75 1.99 0 0.4 0.777178 0.222822 0
CH 2258343 233 1.75 1.99 0 0.4 0.821742 0.178258 0
CH 2258343 234 1.69 1.99 0 0 0.857394 0.142606 1
CH 2258343 235 1.75 1.99 0 0.4 0.885915 0.114085 0
CH 2258343 236 1.75 1.99 0 0.4 0.908732 0.091268 0
CH 2258343 237 1.75 1.99 0 0.4 0.926986 0.073014 0
CH 2258343 240 1.86 2.09 0 0 0.941588 0.058412 0
MM 2258343 240 1.86 2.09 0 0 0.953271 0.046729 0
MM 2258343 244 1.86 2.09 0 0.2 0.762617 0.237383 0
CH 2258343 252 1.89 2.09 0.13 0 0.610093 0.389907 2
MM 2258343 254 1.99 2.29 0 0 0.688075 0.311925 4
CH 2258343 256 1.89 2.18 0.13 0 0.55046 0.44954 2
CH 2258343 258 1.99 2.29 0 0 0.640368 0.359632 4
CH 2258343 260 1.86 2.13 0 0.24 0.712294 0.287706 0
CH 2258343 260 1.86 2.13 0 0.24 0.769835 0.230165 0
CH 2258343 260 1.76 1.99 0 0.2 0.815868 0.184132 1
CH 2258343 263 1.86 2.13 0.27 0 0.852695 0.147305 0
CH 2258343 265 1.86 2.13 0.37 0 0.882156 0.117844 0
CH 2258343 265 1.86 2.13 0.37 0 0.905725 0.094275 0
CH 2258343 269 1.99 2.09 0.1 0 0.92458 0.07542 4
CH 2258343 270 1.86 2.13 0.27 0 0.939664 0.060336 0
CH 2258343 272 1.99 2.09 0 0.4 0.951731 0.048269 4
CH 2258343 277 1.99 2.13 0.5 0 0.961385 0.038615 0
MM 2258459 228 1.69 1.69 0 0 0.5 0.5 1
MM 2258459 228 1.69 1.69 0 0 0.4 0.6 1
MM 2259895 233 1.69 1.99 0 0 0.5 0.5 1
MM 2259895 235 1.69 1.99 0 0 0.4 0.6 1
CH 2259895 237 1.75 1.99 0 0.4 0.32 0.68 0
CH 2259895 238 1.75 1.99 0 0 0.456 0.544 1
CH 2259895 238 1.75 1.99 0 0 0.5648 0.4352 1
CH 2259895 239 1.75 1.99 0 0.3 0.65184 0.34816 1
CH 2259895 240 1.75 1.99 0 0.3 0.721472 0.278528 1
CH 2259895 241 1.86 1.99 0 0.3 0.777178 0.222822 1
CH 2259895 252 1.76 2.09 0 0 0.821742 0.178258 1
CH 2259895 253 1.76 2.09 0 0 0.857394 0.142606 1
CH 2259895 255 1.76 2.18 0 0 0.885915 0.114085 1
CH 2259895 256 1.76 2.18 0 0 0.908732 0.091268 1
MM 2260844 228 1.69 1.69 0 0 0.744 0.256 0
CH 2260844 230 1.69 1.99 0 0 0.5952 0.4048 0
CH 2260844 231 1.69 1.99 0 0 0.67616 0.32384 0
CH 2260844 237 1.75 1.99 0 0.4 0.740928 0.259072 0
CH 2260844 238 1.75 1.99 0 0.4 0.792742 0.207258 0
CH 2260844 243 1.86 2.09 0 0 0.834194 0.165806 2
MM 2261594 227 1.69 1.69 0 0 0.32 0.68 1
CH 2261594 228 1.69 1.69 0 0 0.256 0.744 0
CH 2261594 232 1.69 1.99 0 0 0.4048 0.5952 1
CH 2261594 233 1.75 1.99 0 0.4 0.52384 0.47616 0
CH 2261594 235 1.69 1.99 0 0 0.619072 0.380928 1
MM 2261594 236 1.75 1.99 0 0 0.695258 0.304742 1
MM 2261594 242 1.86 1.99 0 0.3 0.556206 0.443794 1
MM 2261594 245 1.86 2.09 0 0.2 0.444965 0.555035 0
CH 2261594 251 1.76 2.09 0 0 0.355972 0.644028 1
CH 2261594 251 1.86 2.09 0.1 0 0.484778 0.515222 0
CH 2261594 252 1.86 2.09 0.1 0 0.587822 0.412178 0
CH 2261594 256 1.86 2.18 0 0 0.670258 0.329742 0
MM 2261594 257 1.86 2.18 0 0 0.736206 0.263794 0
CH 2261594 261 1.86 2.13 0 0.24 0.588965 0.411035 0
CH 2261594 270 1.86 2.18 0 0 0.671172 0.328828 1
